id_code,experiment,plate,well,sirna
HEPG2-05_3_B05,HEPG2-05,3,B05,sirna_99
HEPG2-05_3_B09,HEPG2-05,3,B09,sirna_60
HEPG2-05_3_C08,HEPG2-05,3,C08,sirna_90
HEPG2-05_3_C14,HEPG2-05,3,C14,sirna_62
HEPG2-05_3_D10,HEPG2-05,3,D10,sirna_43
HEPG2-05_3_D13,HEPG2-05,3,D13,sirna_93
HEPG2-05_3_D18,HEPG2-05,3,D18,sirna_39
HEPG2-05_3_E19,HEPG2-05,3,E19,sirna_82
HEPG2-05_3_E21,HEPG2-05,3,E21,sirna_86
HEPG2-05_3_E23,HEPG2-05,3,E23,sirna_46
HEPG2-05_3_G06,HEPG2-05,3,G06,sirna_95
HEPG2-05_3_I04,HEPG2-05,3,I04,sirna_51
HEPG2-05_3_I19,HEPG2-05,3,I19,sirna_33
HEPG2-05_3_J02,HEPG2-05,3,J02,sirna_63
HEPG2-05_3_J20,HEPG2-05,3,J20,sirna_66
HEPG2-05_3_K10,HEPG2-05,3,K10,sirna_23
HEPG2-05_3_L06,HEPG2-05,3,L06,sirna_45
HEPG2-05_3_M09,HEPG2-05,3,M09,sirna_58
HEPG2-05_3_M12,HEPG2-05,3,M12,sirna_78
HEPG2-05_3_N08,HEPG2-05,3,N08,sirna_15
HEPG2-05_3_N15,HEPG2-05,3,N15,sirna_18
HEPG2-05_3_N22,HEPG2-05,3,N22,sirna_13
HEPG2-05_3_O11,HEPG2-05,3,O11,sirna_88
HEPG2-05_4_B04,HEPG2-05,4,B04,sirna_37
HEPG2-05_4_B09,HEPG2-05,4,B09,sirna_56
HEPG2-05_4_B12,HEPG2-05,4,B12,sirna_28
HEPG2-05_4_B22,HEPG2-05,4,B22,sirna_67
HEPG2-05_4_D05,HEPG2-05,4,D05,sirna_92
HEPG2-05_4_D19,HEPG2-05,4,D19,sirna_47
HEPG2-05_4_D22,HEPG2-05,4,D22,sirna_42
HEPG2-05_4_E11,HEPG2-05,4,E11,sirna_71
HEPG2-05_4_E19,HEPG2-05,4,E19,sirna_65
HEPG2-05_4_F13,HEPG2-05,4,F13,sirna_30
HEPG2-05_4_F21,HEPG2-05,4,F21,sirna_49
HEPG2-05_4_G10,HEPG2-05,4,G10,sirna_34
HEPG2-05_4_G12,HEPG2-05,4,G12,sirna_7
HEPG2-05_4_G16,HEPG2-05,4,G16,sirna_57
HEPG2-05_4_G19,HEPG2-05,4,G19,sirna_77
HEPG2-05_4_G20,HEPG2-05,4,G20,sirna_9
HEPG2-05_4_H02,HEPG2-05,4,H02,sirna_68
HEPG2-05_4_H09,HEPG2-05,4,H09,sirna_73
HEPG2-05_4_I13,HEPG2-05,4,I13,sirna_64
HEPG2-05_4_I19,HEPG2-05,4,I19,sirna_79
HEPG2-05_4_I20,HEPG2-05,4,I20,sirna_59
HEPG2-05_4_J21,HEPG2-05,4,J21,sirna_41
HEPG2-05_4_K06,HEPG2-05,4,K06,sirna_96
HEPG2-05_4_K19,HEPG2-05,4,K19,sirna_38
HEPG2-05_4_L17,HEPG2-05,4,L17,sirna_14
HEPG2-05_4_L18,HEPG2-05,4,L18,sirna_25
HEPG2-05_4_L23,HEPG2-05,4,L23,sirna_72
HEPG2-05_4_M06,HEPG2-05,4,M06,sirna_26
HEPG2-05_4_M09,HEPG2-05,4,M09,sirna_97
HEPG2-05_4_M10,HEPG2-05,4,M10,sirna_3
HEPG2-05_4_N14,HEPG2-05,4,N14,sirna_48
HEPG2-05_4_N20,HEPG2-05,4,N20,sirna_70
HEPG2-05_4_O12,HEPG2-05,4,O12,sirna_4
HEPG2-05_4_O13,HEPG2-05,4,O13,sirna_54
HEPG2-05_4_O18,HEPG2-05,4,O18,sirna_8
HEPG2-05_4_O21,HEPG2-05,4,O21,sirna_55
HEPG2-06_1_B08,HEPG2-06,1,B08,sirna_58
HEPG2-06_1_C05,HEPG2-06,1,C05,sirna_99
HEPG2-06_1_C14,HEPG2-06,1,C14,sirna_60
HEPG2-06_1_D20,HEPG2-06,1,D20,sirna_63
HEPG2-06_1_E06,HEPG2-06,1,E06,sirna_18
HEPG2-06_1_E09,HEPG2-06,1,E09,sirna_33
HEPG2-06_1_E13,HEPG2-06,1,E13,sirna_88
HEPG2-06_1_E19,HEPG2-06,1,E19,sirna_46
HEPG2-06_1_F08,HEPG2-06,1,F08,sirna_95
HEPG2-06_1_F10,HEPG2-06,1,F10,sirna_86
HEPG2-06_1_F17,HEPG2-06,1,F17,sirna_13
HEPG2-06_1_G04,HEPG2-06,1,G04,sirna_78
HEPG2-06_1_I07,HEPG2-06,1,I07,sirna_82
HEPG2-06_1_I16,HEPG2-06,1,I16,sirna_51
HEPG2-06_1_J05,HEPG2-06,1,J05,sirna_93
HEPG2-06_1_J13,HEPG2-06,1,J13,sirna_43
HEPG2-06_1_K06,HEPG2-06,1,K06,sirna_45
HEPG2-06_1_K14,HEPG2-06,1,K14,sirna_15
HEPG2-06_1_L08,HEPG2-06,1,L08,sirna_39
HEPG2-06_1_N06,HEPG2-06,1,N06,sirna_23
HEPG2-06_1_N07,HEPG2-06,1,N07,sirna_90
HEPG2-06_1_N23,HEPG2-06,1,N23,sirna_62
HEPG2-06_1_O12,HEPG2-06,1,O12,sirna_66
HEPG2-06_2_B08,HEPG2-06,2,B08,sirna_59
HEPG2-06_2_B09,HEPG2-06,2,B09,sirna_68
HEPG2-06_2_B13,HEPG2-06,2,B13,sirna_25
HEPG2-06_2_B21,HEPG2-06,2,B21,sirna_54
HEPG2-06_2_B22,HEPG2-06,2,B22,sirna_47
HEPG2-06_2_C02,HEPG2-06,2,C02,sirna_73
HEPG2-06_2_C16,HEPG2-06,2,C16,sirna_49
HEPG2-06_2_C18,HEPG2-06,2,C18,sirna_41
HEPG2-06_2_D03,HEPG2-06,2,D03,sirna_7
HEPG2-06_2_D07,HEPG2-06,2,D07,sirna_55
HEPG2-06_2_D22,HEPG2-06,2,D22,sirna_96
HEPG2-06_2_E03,HEPG2-06,2,E03,sirna_71
HEPG2-06_2_E15,HEPG2-06,2,E15,sirna_48
HEPG2-06_2_F16,HEPG2-06,2,F16,sirna_64
HEPG2-06_2_G02,HEPG2-06,2,G02,sirna_42
HEPG2-06_2_G08,HEPG2-06,2,G08,sirna_65
HEPG2-06_2_G09,HEPG2-06,2,G09,sirna_57
HEPG2-06_2_G12,HEPG2-06,2,G12,sirna_37
HEPG2-06_2_G17,HEPG2-06,2,G17,sirna_9
HEPG2-06_2_I03,HEPG2-06,2,I03,sirna_79
HEPG2-06_2_I15,HEPG2-06,2,I15,sirna_3
HEPG2-06_2_I19,HEPG2-06,2,I19,sirna_8
HEPG2-06_2_I22,HEPG2-06,2,I22,sirna_77
HEPG2-06_2_K13,HEPG2-06,2,K13,sirna_28
HEPG2-06_2_K14,HEPG2-06,2,K14,sirna_70
HEPG2-06_2_K18,HEPG2-06,2,K18,sirna_14
HEPG2-06_2_L04,HEPG2-06,2,L04,sirna_38
HEPG2-06_2_L05,HEPG2-06,2,L05,sirna_72
HEPG2-06_2_L15,HEPG2-06,2,L15,sirna_4
HEPG2-06_2_L21,HEPG2-06,2,L21,sirna_67
HEPG2-06_2_M16,HEPG2-06,2,M16,sirna_56
HEPG2-06_2_N07,HEPG2-06,2,N07,sirna_30
HEPG2-06_2_N11,HEPG2-06,2,N11,sirna_26
HEPG2-06_2_N12,HEPG2-06,2,N12,sirna_97
HEPG2-06_2_N21,HEPG2-06,2,N21,sirna_92
HEPG2-06_2_O23,HEPG2-06,2,O23,sirna_34
HEPG2-06_3_B11,HEPG2-06,3,B11,sirna_0
HEPG2-06_3_B16,HEPG2-06,3,B16,sirna_21
HEPG2-06_3_B22,HEPG2-06,3,B22,sirna_75
HEPG2-06_3_C12,HEPG2-06,3,C12,sirna_2
HEPG2-06_3_D03,HEPG2-06,3,D03,sirna_80
HEPG2-06_3_D05,HEPG2-06,3,D05,sirna_74
HEPG2-06_3_D21,HEPG2-06,3,D21,sirna_16
HEPG2-06_3_D23,HEPG2-06,3,D23,sirna_50
HEPG2-06_3_E02,HEPG2-06,3,E02,sirna_69
HEPG2-06_3_E13,HEPG2-06,3,E13,sirna_32
HEPG2-06_3_E15,HEPG2-06,3,E15,sirna_44
HEPG2-06_3_F18,HEPG2-06,3,F18,sirna_6
HEPG2-06_3_G03,HEPG2-06,3,G03,sirna_10
HEPG2-06_3_H06,HEPG2-06,3,H06,sirna_85
HEPG2-06_3_H14,HEPG2-06,3,H14,sirna_5
HEPG2-06_3_I13,HEPG2-06,3,I13,sirna_40
HEPG2-06_3_I21,HEPG2-06,3,I21,sirna_11
HEPG2-06_3_K12,HEPG2-06,3,K12,sirna_61
HEPG2-06_3_K13,HEPG2-06,3,K13,sirna_89
HEPG2-06_3_L06,HEPG2-06,3,L06,sirna_17
HEPG2-06_3_M09,HEPG2-06,3,M09,sirna_76
HEPG2-06_3_M16,HEPG2-06,3,M16,sirna_87
HEPG2-06_3_N04,HEPG2-06,3,N04,sirna_24
HEPG2-06_3_N18,HEPG2-06,3,N18,sirna_1
HEPG2-06_3_O02,HEPG2-06,3,O02,sirna_20
HEPG2-06_3_O03,HEPG2-06,3,O03,sirna_84
HEPG2-06_3_O20,HEPG2-06,3,O20,sirna_22
HEPG2-06_4_B18,HEPG2-06,4,B18,sirna_19
HEPG2-06_4_E06,HEPG2-06,4,E06,sirna_35
HEPG2-06_4_E10,HEPG2-06,4,E10,sirna_36
HEPG2-06_4_F13,HEPG2-06,4,F13,sirna_91
HEPG2-06_4_G16,HEPG2-06,4,G16,sirna_29
HEPG2-06_4_G21,HEPG2-06,4,G21,sirna_53
HEPG2-06_4_H05,HEPG2-06,4,H05,sirna_98
HEPG2-06_4_H17,HEPG2-06,4,H17,sirna_12
HEPG2-06_4_H23,HEPG2-06,4,H23,sirna_94
HEPG2-06_4_I18,HEPG2-06,4,I18,sirna_81
HEPG2-06_4_J06,HEPG2-06,4,J06,sirna_31
HEPG2-06_4_N19,HEPG2-06,4,N19,sirna_83
HEPG2-06_4_O04,HEPG2-06,4,O04,sirna_27
HEPG2-07_1_B10,HEPG2-07,1,B10,sirna_62
HEPG2-07_1_B23,HEPG2-07,1,B23,sirna_78
HEPG2-07_1_D19,HEPG2-07,1,D19,sirna_18
HEPG2-07_1_D21,HEPG2-07,1,D21,sirna_51
HEPG2-07_1_E05,HEPG2-07,1,E05,sirna_13
HEPG2-07_1_E09,HEPG2-07,1,E09,sirna_15
HEPG2-07_1_F14,HEPG2-07,1,F14,sirna_82
HEPG2-07_1_F17,HEPG2-07,1,F17,sirna_66
HEPG2-07_1_G04,HEPG2-07,1,G04,sirna_39
HEPG2-07_1_H04,HEPG2-07,1,H04,sirna_86
HEPG2-07_1_H18,HEPG2-07,1,H18,sirna_63
HEPG2-07_1_H20,HEPG2-07,1,H20,sirna_45
HEPG2-07_1_I14,HEPG2-07,1,I14,sirna_43
HEPG2-07_1_I20,HEPG2-07,1,I20,sirna_90
HEPG2-07_1_J17,HEPG2-07,1,J17,sirna_33
HEPG2-07_1_J23,HEPG2-07,1,J23,sirna_93
HEPG2-07_1_K02,HEPG2-07,1,K02,sirna_60
HEPG2-07_1_L06,HEPG2-07,1,L06,sirna_95
HEPG2-07_1_L08,HEPG2-07,1,L08,sirna_88
HEPG2-07_1_N10,HEPG2-07,1,N10,sirna_23
HEPG2-07_1_N22,HEPG2-07,1,N22,sirna_46
HEPG2-07_1_O09,HEPG2-07,1,O09,sirna_58
HEPG2-07_1_O21,HEPG2-07,1,O21,sirna_99
HEPG2-07_2_B05,HEPG2-07,2,B05,sirna_47
HEPG2-07_2_B12,HEPG2-07,2,B12,sirna_4
HEPG2-07_2_C04,HEPG2-07,2,C04,sirna_79
HEPG2-07_2_C12,HEPG2-07,2,C12,sirna_64
HEPG2-07_2_C14,HEPG2-07,2,C14,sirna_37
HEPG2-07_2_D02,HEPG2-07,2,D02,sirna_55
HEPG2-07_2_D11,HEPG2-07,2,D11,sirna_9
HEPG2-07_2_E14,HEPG2-07,2,E14,sirna_54
HEPG2-07_2_E18,HEPG2-07,2,E18,sirna_96
HEPG2-07_2_F12,HEPG2-07,2,F12,sirna_48
HEPG2-07_2_F20,HEPG2-07,2,F20,sirna_77
HEPG2-07_2_G02,HEPG2-07,2,G02,sirna_97
HEPG2-07_2_G04,HEPG2-07,2,G04,sirna_57
HEPG2-07_2_G08,HEPG2-07,2,G08,sirna_67
HEPG2-07_2_G20,HEPG2-07,2,G20,sirna_41
HEPG2-07_2_I07,HEPG2-07,2,I07,sirna_7
HEPG2-07_2_I10,HEPG2-07,2,I10,sirna_72
HEPG2-07_2_I20,HEPG2-07,2,I20,sirna_25
HEPG2-07_2_J08,HEPG2-07,2,J08,sirna_92
HEPG2-07_2_J17,HEPG2-07,2,J17,sirna_28
HEPG2-07_2_J20,HEPG2-07,2,J20,sirna_71
HEPG2-07_2_K03,HEPG2-07,2,K03,sirna_26
HEPG2-07_2_K05,HEPG2-07,2,K05,sirna_59
HEPG2-07_2_K06,HEPG2-07,2,K06,sirna_42
HEPG2-07_2_K09,HEPG2-07,2,K09,sirna_30
HEPG2-07_2_L14,HEPG2-07,2,L14,sirna_3
HEPG2-07_2_L16,HEPG2-07,2,L16,sirna_68
HEPG2-07_2_L20,HEPG2-07,2,L20,sirna_34
HEPG2-07_2_M04,HEPG2-07,2,M04,sirna_65
HEPG2-07_2_M16,HEPG2-07,2,M16,sirna_8
HEPG2-07_2_N06,HEPG2-07,2,N06,sirna_56
HEPG2-07_2_N22,HEPG2-07,2,N22,sirna_49
HEPG2-07_2_O11,HEPG2-07,2,O11,sirna_73
HEPG2-07_2_O15,HEPG2-07,2,O15,sirna_38
HEPG2-07_2_O18,HEPG2-07,2,O18,sirna_70
HEPG2-07_2_O22,HEPG2-07,2,O22,sirna_14
HEPG2-07_3_B05,HEPG2-07,3,B05,sirna_75
HEPG2-07_3_B14,HEPG2-07,3,B14,sirna_2
HEPG2-07_3_D15,HEPG2-07,3,D15,sirna_16
HEPG2-07_3_E04,HEPG2-07,3,E04,sirna_24
HEPG2-07_3_F06,HEPG2-07,3,F06,sirna_84
HEPG2-07_3_F12,HEPG2-07,3,F12,sirna_74
HEPG2-07_3_F17,HEPG2-07,3,F17,sirna_44
HEPG2-07_3_F23,HEPG2-07,3,F23,sirna_10
HEPG2-07_3_G02,HEPG2-07,3,G02,sirna_69
HEPG2-07_3_G04,HEPG2-07,3,G04,sirna_17
HEPG2-07_3_G06,HEPG2-07,3,G06,sirna_50
HEPG2-07_3_G13,HEPG2-07,3,G13,sirna_32
HEPG2-07_3_H05,HEPG2-07,3,H05,sirna_5
HEPG2-07_3_H08,HEPG2-07,3,H08,sirna_20
HEPG2-07_3_H13,HEPG2-07,3,H13,sirna_22
HEPG2-07_3_I05,HEPG2-07,3,I05,sirna_61
HEPG2-07_3_I11,HEPG2-07,3,I11,sirna_89
HEPG2-07_3_I14,HEPG2-07,3,I14,sirna_40
HEPG2-07_3_I22,HEPG2-07,3,I22,sirna_11
HEPG2-07_3_L10,HEPG2-07,3,L10,sirna_76
HEPG2-07_3_L21,HEPG2-07,3,L21,sirna_21
HEPG2-07_3_L23,HEPG2-07,3,L23,sirna_0
HEPG2-07_3_N03,HEPG2-07,3,N03,sirna_6
HEPG2-07_3_N08,HEPG2-07,3,N08,sirna_87
HEPG2-07_3_N09,HEPG2-07,3,N09,sirna_85
HEPG2-07_3_N18,HEPG2-07,3,N18,sirna_1
HEPG2-07_3_N20,HEPG2-07,3,N20,sirna_80
HEPG2-07_4_D10,HEPG2-07,4,D10,sirna_19
HEPG2-07_4_E10,HEPG2-07,4,E10,sirna_94
HEPG2-07_4_E22,HEPG2-07,4,E22,sirna_29
HEPG2-07_4_F02,HEPG2-07,4,F02,sirna_83
HEPG2-07_4_G08,HEPG2-07,4,G08,sirna_35
HEPG2-07_4_H04,HEPG2-07,4,H04,sirna_27
HEPG2-07_4_H16,HEPG2-07,4,H16,sirna_31
HEPG2-07_4_H18,HEPG2-07,4,H18,sirna_91
HEPG2-07_4_H23,HEPG2-07,4,H23,sirna_36
HEPG2-07_4_J23,HEPG2-07,4,J23,sirna_53
HEPG2-07_4_L08,HEPG2-07,4,L08,sirna_81
HEPG2-07_4_N05,HEPG2-07,4,N05,sirna_12
HEPG2-07_4_N19,HEPG2-07,4,N19,sirna_98
HUVEC-01_1_B06,HUVEC-01,1,B06,sirna_39
HUVEC-01_1_C13,HUVEC-01,1,C13,sirna_99
HUVEC-01_1_C17,HUVEC-01,1,C17,sirna_23
HUVEC-01_1_C23,HUVEC-01,1,C23,sirna_58
HUVEC-01_1_D06,HUVEC-01,1,D06,sirna_95
HUVEC-01_1_D10,HUVEC-01,1,D10,sirna_13
HUVEC-01_1_E17,HUVEC-01,1,E17,sirna_46
HUVEC-01_1_F10,HUVEC-01,1,F10,sirna_15
HUVEC-01_1_G04,HUVEC-01,1,G04,sirna_93
HUVEC-01_1_H04,HUVEC-01,1,H04,sirna_82
HUVEC-01_1_I03,HUVEC-01,1,I03,sirna_66
HUVEC-01_1_I10,HUVEC-01,1,I10,sirna_33
HUVEC-01_1_I14,HUVEC-01,1,I14,sirna_45
HUVEC-01_1_J18,HUVEC-01,1,J18,sirna_62
HUVEC-01_1_K12,HUVEC-01,1,K12,sirna_18
HUVEC-01_1_L12,HUVEC-01,1,L12,sirna_88
HUVEC-01_1_L14,HUVEC-01,1,L14,sirna_43
HUVEC-01_1_L23,HUVEC-01,1,L23,sirna_63
HUVEC-01_1_M02,HUVEC-01,1,M02,sirna_51
HUVEC-01_1_N11,HUVEC-01,1,N11,sirna_78
HUVEC-01_1_N16,HUVEC-01,1,N16,sirna_90
HUVEC-01_1_O08,HUVEC-01,1,O08,sirna_86
HUVEC-01_1_O18,HUVEC-01,1,O18,sirna_60
HUVEC-01_2_B10,HUVEC-01,2,B10,sirna_79
HUVEC-01_2_B12,HUVEC-01,2,B12,sirna_70
HUVEC-01_2_B13,HUVEC-01,2,B13,sirna_28
HUVEC-01_2_B18,HUVEC-01,2,B18,sirna_71
HUVEC-01_2_B23,HUVEC-01,2,B23,sirna_3
HUVEC-01_2_C04,HUVEC-01,2,C04,sirna_68
HUVEC-01_2_C14,HUVEC-01,2,C14,sirna_34
HUVEC-01_2_D07,HUVEC-01,2,D07,sirna_56
HUVEC-01_2_D23,HUVEC-01,2,D23,sirna_72
HUVEC-01_2_E03,HUVEC-01,2,E03,sirna_9
HUVEC-01_2_E05,HUVEC-01,2,E05,sirna_55
HUVEC-01_2_E10,HUVEC-01,2,E10,sirna_4
HUVEC-01_2_F14,HUVEC-01,2,F14,sirna_65
HUVEC-01_2_F16,HUVEC-01,2,F16,sirna_92
HUVEC-01_2_F18,HUVEC-01,2,F18,sirna_57
HUVEC-01_2_F20,HUVEC-01,2,F20,sirna_73
HUVEC-01_2_G03,HUVEC-01,2,G03,sirna_30
HUVEC-01_2_G04,HUVEC-01,2,G04,sirna_25
HUVEC-01_2_G07,HUVEC-01,2,G07,sirna_41
HUVEC-01_2_G08,HUVEC-01,2,G08,sirna_42
HUVEC-01_2_G23,HUVEC-01,2,G23,sirna_67
HUVEC-01_2_H04,HUVEC-01,2,H04,sirna_48
HUVEC-01_2_H21,HUVEC-01,2,H21,sirna_26
HUVEC-01_2_I23,HUVEC-01,2,I23,sirna_54
HUVEC-01_2_K16,HUVEC-01,2,K16,sirna_49
HUVEC-01_2_K22,HUVEC-01,2,K22,sirna_64
HUVEC-01_2_L10,HUVEC-01,2,L10,sirna_7
HUVEC-01_2_L15,HUVEC-01,2,L15,sirna_38
HUVEC-01_2_M08,HUVEC-01,2,M08,sirna_14
HUVEC-01_2_M10,HUVEC-01,2,M10,sirna_37
HUVEC-01_2_M18,HUVEC-01,2,M18,sirna_77
HUVEC-01_2_M20,HUVEC-01,2,M20,sirna_8
HUVEC-01_2_N02,HUVEC-01,2,N02,sirna_97
HUVEC-01_2_N18,HUVEC-01,2,N18,sirna_59
HUVEC-01_2_O11,HUVEC-01,2,O11,sirna_47
HUVEC-01_2_O17,HUVEC-01,2,O17,sirna_96
HUVEC-01_3_B09,HUVEC-01,3,B09,sirna_85
HUVEC-01_3_D03,HUVEC-01,3,D03,sirna_74
HUVEC-01_3_E05,HUVEC-01,3,E05,sirna_61
HUVEC-01_3_E16,HUVEC-01,3,E16,sirna_84
HUVEC-01_3_E20,HUVEC-01,3,E20,sirna_89
HUVEC-01_3_F04,HUVEC-01,3,F04,sirna_10
HUVEC-01_3_F09,HUVEC-01,3,F09,sirna_75
HUVEC-01_3_F13,HUVEC-01,3,F13,sirna_50
HUVEC-01_3_F20,HUVEC-01,3,F20,sirna_24
HUVEC-01_3_G05,HUVEC-01,3,G05,sirna_32
HUVEC-01_3_G14,HUVEC-01,3,G14,sirna_17
HUVEC-01_3_G17,HUVEC-01,3,G17,sirna_5
HUVEC-01_3_H23,HUVEC-01,3,H23,sirna_44
HUVEC-01_3_I08,HUVEC-01,3,I08,sirna_11
HUVEC-01_3_I13,HUVEC-01,3,I13,sirna_40
HUVEC-01_3_I23,HUVEC-01,3,I23,sirna_0
HUVEC-01_3_K03,HUVEC-01,3,K03,sirna_87
HUVEC-01_3_K05,HUVEC-01,3,K05,sirna_69
HUVEC-01_3_K20,HUVEC-01,3,K20,sirna_22
HUVEC-01_3_L02,HUVEC-01,3,L02,sirna_2
HUVEC-01_3_L12,HUVEC-01,3,L12,sirna_16
HUVEC-01_3_L13,HUVEC-01,3,L13,sirna_6
HUVEC-01_3_L23,HUVEC-01,3,L23,sirna_76
HUVEC-01_3_M12,HUVEC-01,3,M12,sirna_80
HUVEC-01_3_N08,HUVEC-01,3,N08,sirna_21
HUVEC-01_3_O05,HUVEC-01,3,O05,sirna_1
HUVEC-01_3_O11,HUVEC-01,3,O11,sirna_20
HUVEC-01_4_B05,HUVEC-01,4,B05,sirna_12
HUVEC-01_4_B11,HUVEC-01,4,B11,sirna_53
HUVEC-01_4_B15,HUVEC-01,4,B15,sirna_94
HUVEC-01_4_E15,HUVEC-01,4,E15,sirna_98
HUVEC-01_4_H18,HUVEC-01,4,H18,sirna_19
HUVEC-01_4_K22,HUVEC-01,4,K22,sirna_31
HUVEC-01_4_L08,HUVEC-01,4,L08,sirna_29
HUVEC-01_4_L13,HUVEC-01,4,L13,sirna_91
HUVEC-01_4_L14,HUVEC-01,4,L14,sirna_83
HUVEC-01_4_L17,HUVEC-01,4,L17,sirna_35
HUVEC-01_4_M06,HUVEC-01,4,M06,sirna_36
HUVEC-01_4_O21,HUVEC-01,4,O21,sirna_27
HUVEC-01_4_O23,HUVEC-01,4,O23,sirna_81
HUVEC-02_1_B19,HUVEC-02,1,B19,sirna_18
HUVEC-02_1_B20,HUVEC-02,1,B20,sirna_95
HUVEC-02_1_B21,HUVEC-02,1,B21,sirna_46
HUVEC-02_1_C06,HUVEC-02,1,C06,sirna_45
HUVEC-02_1_D04,HUVEC-02,1,D04,sirna_86
HUVEC-02_1_E03,HUVEC-02,1,E03,sirna_82
HUVEC-02_1_E06,HUVEC-02,1,E06,sirna_90
HUVEC-02_1_E08,HUVEC-02,1,E08,sirna_43
HUVEC-02_1_E18,HUVEC-02,1,E18,sirna_62
HUVEC-02_1_E20,HUVEC-02,1,E20,sirna_78
HUVEC-02_1_F06,HUVEC-02,1,F06,sirna_13
HUVEC-02_1_F10,HUVEC-02,1,F10,sirna_60
HUVEC-02_1_H17,HUVEC-02,1,H17,sirna_39
HUVEC-02_1_J13,HUVEC-02,1,J13,sirna_51
HUVEC-02_1_K15,HUVEC-02,1,K15,sirna_58
HUVEC-02_1_K17,HUVEC-02,1,K17,sirna_15
HUVEC-02_1_K23,HUVEC-02,1,K23,sirna_93
HUVEC-02_1_L15,HUVEC-02,1,L15,sirna_88
HUVEC-02_1_L17,HUVEC-02,1,L17,sirna_66
HUVEC-02_1_L23,HUVEC-02,1,L23,sirna_33
HUVEC-02_1_N03,HUVEC-02,1,N03,sirna_23
HUVEC-02_1_N16,HUVEC-02,1,N16,sirna_63
HUVEC-02_1_O14,HUVEC-02,1,O14,sirna_99
HUVEC-02_2_B13,HUVEC-02,2,B13,sirna_41
HUVEC-02_2_B14,HUVEC-02,2,B14,sirna_71
HUVEC-02_2_B18,HUVEC-02,2,B18,sirna_68
HUVEC-02_2_B22,HUVEC-02,2,B22,sirna_48
HUVEC-02_2_C14,HUVEC-02,2,C14,sirna_9
HUVEC-02_2_C23,HUVEC-02,2,C23,sirna_55
HUVEC-02_2_D02,HUVEC-02,2,D02,sirna_77
HUVEC-02_2_D06,HUVEC-02,2,D06,sirna_97
HUVEC-02_2_D08,HUVEC-02,2,D08,sirna_47
HUVEC-02_2_E18,HUVEC-02,2,E18,sirna_70
HUVEC-02_2_F05,HUVEC-02,2,F05,sirna_72
HUVEC-02_2_F17,HUVEC-02,2,F17,sirna_14
HUVEC-02_2_G09,HUVEC-02,2,G09,sirna_4
HUVEC-02_2_G18,HUVEC-02,2,G18,sirna_56
HUVEC-02_2_G20,HUVEC-02,2,G20,sirna_7
HUVEC-02_2_G21,HUVEC-02,2,G21,sirna_30
HUVEC-02_2_H18,HUVEC-02,2,H18,sirna_34
HUVEC-02_2_H20,HUVEC-02,2,H20,sirna_96
HUVEC-02_2_I16,HUVEC-02,2,I16,sirna_67
HUVEC-02_2_I17,HUVEC-02,2,I17,sirna_3
HUVEC-02_2_I18,HUVEC-02,2,I18,sirna_28
HUVEC-02_2_I22,HUVEC-02,2,I22,sirna_49
HUVEC-02_2_J02,HUVEC-02,2,J02,sirna_73
HUVEC-02_2_J09,HUVEC-02,2,J09,sirna_54
HUVEC-02_2_K03,HUVEC-02,2,K03,sirna_25
HUVEC-02_2_K04,HUVEC-02,2,K04,sirna_26
HUVEC-02_2_L02,HUVEC-02,2,L02,sirna_8
HUVEC-02_2_L04,HUVEC-02,2,L04,sirna_42
HUVEC-02_2_L18,HUVEC-02,2,L18,sirna_65
HUVEC-02_2_L21,HUVEC-02,2,L21,sirna_57
HUVEC-02_2_M10,HUVEC-02,2,M10,sirna_64
HUVEC-02_2_M13,HUVEC-02,2,M13,sirna_92
HUVEC-02_2_M18,HUVEC-02,2,M18,sirna_37
HUVEC-02_2_O03,HUVEC-02,2,O03,sirna_59
HUVEC-02_2_O04,HUVEC-02,2,O04,sirna_38
HUVEC-02_2_O16,HUVEC-02,2,O16,sirna_79
HUVEC-02_3_D09,HUVEC-02,3,D09,sirna_24
HUVEC-02_3_E21,HUVEC-02,3,E21,sirna_5
HUVEC-02_3_F04,HUVEC-02,3,F04,sirna_10
HUVEC-02_3_F05,HUVEC-02,3,F05,sirna_85
HUVEC-02_3_F18,HUVEC-02,3,F18,sirna_74
HUVEC-02_3_F20,HUVEC-02,3,F20,sirna_21
HUVEC-02_3_G09,HUVEC-02,3,G09,sirna_32
HUVEC-02_3_G20,HUVEC-02,3,G20,sirna_89
HUVEC-02_3_H13,HUVEC-02,3,H13,sirna_50
HUVEC-02_3_H16,HUVEC-02,3,H16,sirna_2
HUVEC-02_3_H21,HUVEC-02,3,H21,sirna_84
HUVEC-02_3_I02,HUVEC-02,3,I02,sirna_0
HUVEC-02_3_I09,HUVEC-02,3,I09,sirna_11
HUVEC-02_3_J02,HUVEC-02,3,J02,sirna_69
HUVEC-02_3_J04,HUVEC-02,3,J04,sirna_87
HUVEC-02_3_J20,HUVEC-02,3,J20,sirna_44
HUVEC-02_3_K03,HUVEC-02,3,K03,sirna_1
HUVEC-02_3_L03,HUVEC-02,3,L03,sirna_16
HUVEC-02_3_L08,HUVEC-02,3,L08,sirna_17
HUVEC-02_3_L17,HUVEC-02,3,L17,sirna_76
HUVEC-02_3_L20,HUVEC-02,3,L20,sirna_75
